CUSTOMER_ID,GENDER,AGE,MOSAIC BANDS,PRE-CAMPAIGN EXPENDITURE,PRE-CAMPAIGN VISITS,RESPONSE TO CAMPAIGN
"Cust_0081","Female",23,"Mos_03",255,14,"Yes"
"Cust_0082","Female",24,"Mos_02",349,17,"Yes"
"Cust_0083","Female",24,"Mos_03",32,5,"Yes"
"Cust_0084","Female",24,"Mos_10",190,6,"Yes"
"Cust_0085","Female",24,"Mos_07",78,6,"Yes"
"Cust_0086","Female",24,"Mos_02",70,2,"Yes"
"Cust_0087","Female",25,"Mos_09",67,1,"Yes"
"Cust_0088","Female",25,"Mos_10",98,1,"Yes"
"Cust_0089","Female",25,"Mos_01",67,3,"Yes"
"Cust_0090","Female",19,"Mos_09",56,2,"No"
"Cust_0091","Female",20,"Mos_03",60,1,"No"
"Cust_0092","Female",21,"Mos_04",75,4,"No"
"Cust_0093","Female",22,"Mos_06",59,1,"No"
"Cust_0094","Female",22,"Mos_04",70,7,"No"
"Cust_0095","Female",22,"Mos_03",68,2,"No"
"Cust_0096","Female",22,"Mos_03",61,1,"No"
"Cust_0097","Female",22,"Mos_07",66,3,"No"
"Cust_0098","Female",22,"Mos_10",52,1,"No"
"Cust_0099","Female",22,"Mos_04",88,4,"No"
"Cust_0100","Female",23,"Mos_09",84,1,"No"
"Cust_0101","Female",23,"Mos_07",82,2,"No"
"Cust_0102","Female",23,"Mos_06",117,6,"No"
"Cust_0103","Female",23,"Mos_03",60,5,"No"
"Cust_0104","Female",23,"Mos_10",76,3,"No"
"Cust_0105","Female",23,"Mos_09",120,4,"No"
"Cust_0106","Female",23,"Mos_05",52,1,"No"
"Cust_0107","Female",23,"Mos_03",83,4,"No"
"Cust_0108","Female",23,"Mos_11",70,6,"No"
"Cust_0109","Female",23,"Mos_04",98,6,"No"
"Cust_0110","Female",23,"Mos_06",85,6,"No"
"Cust_0111","Female",23,"Mos_10",67,4,"No"
"Cust_0112","Female",23,"Mos_04",69,2,"No"
"Cust_0113","Female",24,"Mos_04",73,2,"No"
"Cust_0114","Female",24,"Mos_11",75,1,"No"
"Cust_0115","Female",24,"Mos_06",57,1,"No"
"Cust_0116","Female",24,"Mos_01",51,5,"No"
"Cust_0117","Female",24,"Mos_02",63,3,"No"
"Cust_0118","Female",24,"Mos_04",77,4,"No"
"Cust_0119","Female",24,"Mos_04",90,1,"No"
"Cust_0120","Female",24,"Mos_10",67,8,"No"
"Cust_0121","Female",24,"Mos_10",91,2,"No"
"Cust_0122","Female",24,"Mos_03",60,2,"No"
"Cust_0123","Female",24,"Mos_08",51,2,"No"
"Cust_0124","Female",24,"Mos_05",92,1,"No"
"Cust_0125","Female",25,"Mos_07",85,1,"No"
"Cust_0126","Female",25,"Mos_05",54,2,"No"
"Cust_0127","Female",25,"Mos_06",87,3,"No"
"Cust_0128","Female",25,"Mos_04",91,1,"No"
"Cust_0129","Female",25,"Mos_03",51,4,"No"
"Cust_0130","Female",25,"Mos_10",72,1,"No"
"Cust_0131","Female",25,"Mos_03",89,1,"No"
"Cust_0132","Female",25,"Mos_04",51,3,"No"
"Cust_0133","Female",25,"Mos_03",62,1,"No"
"Cust_0134","Female",25,"Mos_01",69,4,"No"
"Cust_0135","Female",25,"Mos_03",71,2,"No"
"Cust_0136","Male",26,"Mos_03",366,36,"Yes"
"Cust_0137","Male",26,"Mos_06",58,3,"Yes"
"Cust_0138","Male",26,"Mos_10",80,8,"Yes"
"Cust_0139","Male",27,"Mos_06",56,3,"Yes"
"Cust_0140","Male",27,"Mos_03",84,1,"Yes"
"Cust_0141","Male",27,"Mos_02",85,2,"Yes"
"Cust_0142","Male",27,"Mos_03",94,5,"Yes"
"Cust_0143","Male",27,"Mos_03",71,5,"Yes"
"Cust_0144","Male",27,"Mos_03",71,5,"Yes"
"Cust_0145","Male",27,"Mos_10",74,1,"Yes"
"Cust_0146","Male",27,"Mos_04",77,6,"Yes"
"Cust_0147","Male",28,"Mos_03",56,4,"Yes"
"Cust_0148","Male",28,"Mos_04",69,3,"Yes"
"Cust_0149","Male",28,"Mos_02",98,4,"Yes"
"Cust_0150","Male",29,"Mos_10",219,11,"Yes"
"Cust_0151","Male",29,"Mos_02",73,12,"Yes"
"Cust_0152","Male",29,"Mos_04",82,9,"Yes"
"Cust_0153","Male",29,"Mos_07",53,2,"Yes"
"Cust_0154","Male",29,"Mos_07",55,7,"Yes"
"Cust_0155","Male",29,"Mos_03",36,4,"Yes"
"Cust_0156","Male",29,"Mos_01",83,3,"Yes"
"Cust_0157","Male",30,"Mos_03",367,28,"Yes"
"Cust_0158","Male",30,"Mos_09",441,18,"Yes"
"Cust_0159","Male",30,"Mos_04",61,11,"Yes"
"Cust_0160","Male",30,"Mos_03",69,5,"Yes"
"Cust_0161","Male",30,"Mos_06",72,9,"Yes"
"Cust_0162","Male",30,"Mos_10",96,4,"Yes"
"Cust_0163","Male",30,"Mos_01",87,7,"Yes"
"Cust_0164","Male",30,"Mos_10",27,2,"Yes"
"Cust_0165","Male",30,"Mos_03",71,5,"Yes"
"Cust_0166","Male",30,"Mos_05",81,2,"Yes"
"Cust_0167","Male",30,"Mos_08",154,5,"Yes"
"Cust_0168","Male",30,"Mos_08",50,1,"Yes"
"Cust_0169","Male",31,"Mos_10",30,4,"Yes"
"Cust_0170","Male",31,"Mos_09",377,11,"Yes"
"Cust_0171","Male",31,"Mos_02",90,4,"Yes"
"Cust_0172","Male",31,"Mos_06",408,32,"Yes"
"Cust_0173","Male",31,"Mos_06",56,1,"Yes"
"Cust_0174","Male",31,"Mos_10",87,1,"Yes"
"Cust_0175","Male",31,"Mos_01",94,6,"Yes"
"Cust_0176","Male",31,"Mos_10",71,1,"Yes"
"Cust_0177","Male",31,"Mos_10",93,8,"Yes"
"Cust_0178","Male",31,"Mos_10",65,3,"Yes"
"Cust_0179","Male",31,"Mos_10",67,5,"Yes"
"Cust_0180","Male",31,"Mos_04",111,12,"Yes"
"Cust_0181","Male",31,"Mos_09",99,1,"Yes"
"Cust_0182","Male",31,"Mos_03",80,1,"Yes"
"Cust_0183","Male",31,"Mos_02",96,1,"Yes"
"Cust_0184","Male",31,"Mos_02",92,7,"Yes"
"Cust_0185","Male",31,"Mos_02",55,1,"Yes"
"Cust_0186","Male",32,"Mos_07",88,3,"Yes"
"Cust_0187","Male",32,"Mos_10",63,7,"Yes"
"Cust_0188","Male",32,"Mos_03",56,4,"Yes"
"Cust_0189","Male",32,"Mos_07",235,10,"Yes"
"Cust_0190","Male",32,"Mos_03",86,6,"Yes"
"Cust_0191","Male",32,"Mos_02",85,3,"Yes"
"Cust_0192","Male",32,"Mos_08",70,3,"Yes"
"Cust_0193","Male",32,"Mos_08",65,1,"Yes"
"Cust_0194","Male",32,"Mos_03",68,5,"Yes"
"Cust_0195","Male",32,"Mos_09",95,3,"Yes"
"Cust_0196","Male",32,"Mos_07",66,4,"Yes"
"Cust_0197","Male",32,"Mos_10",98,7,"Yes"
"Cust_0198","Male",32,"Mos_06",89,3,"Yes"
"Cust_0199","Male",32,"Mos_03",72,3,"Yes"
"Cust_0200","Male",33,"Mos_02",148,11,"Yes"
"Cust_0201","Male",33,"Mos_10",102,12,"Yes"
"Cust_0202","Male",33,"Mos_07",333,21,"Yes"
"Cust_0203","Male",33,"Mos_06",92,8,"Yes"
"Cust_0204","Male",33,"Mos_02",75,9,"Yes"
"Cust_0205","Male",33,"Mos_02",73,12,"Yes"
"Cust_0206","Male",33,"Mos_03",90,3,"Yes"
"Cust_0207","Male",33,"Mos_06",69,4,"Yes"
"Cust_0208","Male",33,"Mos_03",59,2,"Yes"
"Cust_0209","Male",33,"Mos_10",82,5,"Yes"
"Cust_0210","Male",33,"Mos_03",72,4,"Yes"
"Cust_0211","Male",33,"Mos_05",104,9,"Yes"
"Cust_0212","Male",33,"Mos_07",76,5,"Yes"
"Cust_0213","Male",33,"Mos_04",91,5,"Yes"
"Cust_0214","Male",34,"Mos_09",123,7,"Yes"
"Cust_0215","Male",34,"Mos_01",180,11,"Yes"
"Cust_0216","Male",34,"Mos_01",58,4,"Yes"
"Cust_0217","Male",34,"Mos_02",21,2,"Yes"
"Cust_0218","Male",34,"Mos_10",41,11,"Yes"
"Cust_0219","Male",34,"Mos_03",97,6,"Yes"
"Cust_0220","Male",34,"Mos_02",55,1,"Yes"
"Cust_0221","Male",34,"Mos_11",73,7,"Yes"
"Cust_0222","Male",34,"Mos_03",97,3,"Yes"
"Cust_0223","Male",35,"Mos_03",672,33,"Yes"
"Cust_0224","Male",35,"Mos_06",526,26,"Yes"
"Cust_0225","Male",35,"Mos_01",71,4,"Yes"
"Cust_0226","Male",35,"Mos_01",102,8,"Yes"
"Cust_0227","Male",35,"Mos_03",67,2,"Yes"
"Cust_0228","Male",35,"Mos_04",52,2,"Yes"
"Cust_0229","Male",35,"Mos_03",56,2,"Yes"
"Cust_0230","Male",35,"Mos_10",112,4,"Yes"
"Cust_0231","Male",35,"Mos_10",53,3,"Yes"
"Cust_0232","Male",35,"Mos_04",58,1,"Yes"
"Cust_0233","Male",35,"Mos_10",91,19,"Yes"
"Cust_0234","Male",35,"Mos_03",81,1,"Yes"
"Cust_0235","Male",35,"Mos_03",57,6,"Yes"
"Cust_0236","Male",35,"Mos_07",34,2,"Yes"
"Cust_0237","Male",35,"Mos_01",81,4,"Yes"
"Cust_0238","Male",26,"Mos_02",99,1,"No"
"Cust_0239","Male",26,"Mos_03",86,2,"No"
"Cust_0240","Male",26,"Mos_01",79,1,"No"
"Cust_0241","Male",26,"Mos_03",60,2,"No"
"Cust_0242","Male",26,"Mos_02",77,1,"No"
"Cust_0243","Male",26,"Mos_06",52,1,"No"
"Cust_0244","Male",26,"Mos_03",87,1,"No"
"Cust_0245","Male",26,"Mos_02",97,2,"No"
"Cust_0246","Male",26,"Mos_06",80,4,"No"
"Cust_0247","Male",26,"Mos_04",86,10,"No"
"Cust_0248","Male",26,"Mos_06",74,3,"No"
"Cust_0249","Male",26,"Mos_07",73,1,"No"
"Cust_0250","Male",26,"Mos_11",96,1,"No"
"Cust_0251","Male",26,"Mos_10",59,3,"No"
"Cust_0252","Male",26,"Mos_09",53,1,"No"
"Cust_0253","Male",26,"Mos_10",63,3,"No"
"Cust_0254","Male",26,"Mos_07",60,2,"No"
"Cust_0255","Male",26,"Mos_04",93,3,"No"
"Cust_0256","Male",26,"Mos_10",65,4,"No"
"Cust_0257","Male",26,"Mos_06",75,3,"No"
"Cust_0258","Male",26,"Mos_03",80,1,"No"
"Cust_0259","Male",26,"Mos_10",51,1,"No"
"Cust_0260","Male",26,"Mos_07",98,3,"No"
"Cust_0261","Male",27,"Mos_06",69,2,"No"
"Cust_0262","Male",27,"Mos_02",52,6,"No"
"Cust_0263","Male",27,"Mos_03",90,1,"No"
"Cust_0264","Male",27,"Mos_10",53,1,"No"
"Cust_0265","Male",27,"Mos_07",71,1,"No"
"Cust_0266","Male",27,"Mos_08",57,1,"No"
"Cust_0267","Male",27,"Mos_03",60,3,"No"
"Cust_0268","Male",27,"Mos_04",90,3,"No"
"Cust_0269","Male",27,"Mos_06",80,7,"No"
"Cust_0270","Male",27,"Mos_06",85,5,"No"
"Cust_0271","Male",27,"Mos_06",83,6,"No"
"Cust_0272","Male",27,"Mos_04",73,2,"No"
"Cust_0273","Male",27,"Mos_03",58,3,"No"
"Cust_0274","Male",27,"Mos_03",82,1,"No"
"Cust_0275","Male",27,"Mos_04",68,1,"No"
"Cust_0276","Male",27,"Mos_03",74,6,"No"
"Cust_0277","Male",27,"Mos_02",69,4,"No"
"Cust_0278","Male",27,"Mos_03",85,8,"No"
"Cust_0279","Male",27,"Mos_05",83,3,"No"
"Cust_0280","Male",27,"Mos_10",61,2,"No"
"Cust_0281","Male",27,"Mos_06",53,2,"No"
"Cust_0282","Male",27,"Mos_10",69,2,"No"
"Cust_0283","Male",27,"Mos_08",96,2,"No"
"Cust_0284","Male",27,"Mos_04",92,5,"No"
"Cust_0285","Male",27,"Mos_07",62,3,"No"
"Cust_0286","Male",27,"Mos_02",32,1,"No"
"Cust_0287","Male",27,"Mos_01",93,2,"No"
"Cust_0288","Male",27,"Mos_02",57,1,"No"
"Cust_0289","Male",27,"Mos_07",78,7,"No"
"Cust_0290","Male",27,"Mos_06",70,1,"No"
"Cust_0291","Male",28,"Mos_08",23,2,"No"
"Cust_0292","Male",28,"Mos_04",0,0,"No"
"Cust_0293","Male",28,"Mos_07",65,1,"No"
"Cust_0294","Male",28,"Mos_11",84,3,"No"
"Cust_0295","Male",28,"Mos_02",52,1,"No"
"Cust_0296","Male",28,"Mos_04",92,4,"No"
"Cust_0297","Male",28,"Mos_11",87,2,"No"
"Cust_0298","Male",28,"Mos_03",55,7,"No"
"Cust_0299","Male",28,"Mos_10",80,1,"No"
"Cust_0300","Male",28,"Mos_02",89,1,"No"
"Cust_0301","Male",28,"Mos_03",111,2,"No"
"Cust_0302","Male",28,"Mos_06",82,4,"No"
"Cust_0303","Male",28,"Mos_04",78,2,"No"
"Cust_0304","Male",28,"Mos_04",88,2,"No"
"Cust_0305","Male",28,"Mos_04",52,1,"No"
"Cust_0306","Male",28,"Mos_01",50,1,"No"
"Cust_0307","Male",28,"Mos_10",65,4,"No"
"Cust_0308","Male",28,"Mos_02",80,1,"No"
"Cust_0309","Male",28,"Mos_01",71,5,"No"
"Cust_0310","Male",28,"Mos_06",75,3,"No"
"Cust_0311","Male",28,"Mos_03",65,3,"No"
"Cust_0312","Male",28,"Mos_06",57,1,"No"
"Cust_0313","Male",28,"Mos_02",60,1,"No"
"Cust_0314","Male",28,"Mos_02",90,1,"No"
"Cust_0315","Male",28,"Mos_07",71,2,"No"
"Cust_0316","Male",29,"Mos_02",97,2,"No"
"Cust_0317","Male",29,"Mos_07",54,5,"No"
"Cust_0318","Male",29,"Mos_03",109,14,"No"
"Cust_0319","Male",29,"Mos_04",84,5,"No"
"Cust_0320","Male",29,"Mos_08",53,2,"No"
"Cust_0321","Male",29,"Mos_04",54,1,"No"
"Cust_0322","Male",29,"Mos_03",101,7,"No"
"Cust_0323","Male",29,"Mos_10",61,3,"No"
"Cust_0324","Male",29,"Mos_02",56,2,"No"
"Cust_0325","Male",29,"Mos_02",86,5,"No"
"Cust_0326","Male",29,"Mos_07",57,2,"No"
"Cust_0327","Male",29,"Mos_10",51,2,"No"
"Cust_0328","Male",29,"Mos_01",59,4,"No"
"Cust_0329","Male",29,"Mos_10",90,4,"No"
"Cust_0330","Male",29,"Mos_07",83,5,"No"
"Cust_0331","Male",29,"Mos_09",57,1,"No"
"Cust_0332","Male",29,"Mos_01",52,1,"No"
"Cust_0333","Male",29,"Mos_05",83,4,"No"
"Cust_0334","Male",29,"Mos_02",70,1,"No"
"Cust_0335","Male",29,"Mos_01",61,2,"No"
"Cust_0336","Male",29,"Mos_01",54,1,"No"
"Cust_0337","Male",29,"Mos_04",72,3,"No"
"Cust_0338","Male",29,"Mos_03",65,2,"No"
"Cust_0339","Male",29,"Mos_01",63,3,"No"
"Cust_0340","Male",29,"Mos_10",119,4,"No"
"Cust_0341","Male",29,"Mos_03",75,1,"No"
"Cust_0342","Male",29,"Mos_06",62,3,"No"
"Cust_0343","Male",29,"Mos_02",69,1,"No"
"Cust_0344","Male",29,"Mos_08",69,7,"No"
"Cust_0345","Male",29,"Mos_06",93,1,"No"
"Cust_0346","Male",29,"Mos_06",75,1,"No"
"Cust_0347","Male",29,"Mos_07",60,2,"No"
"Cust_0348","Male",29,"Mos_03",70,1,"No"
"Cust_0349","Male",30,"Mos_10",70,9,"No"
"Cust_0350","Male",30,"Mos_03",522,17,"No"
"Cust_0351","Male",30,"Mos_04",153,4,"No"
"Cust_0352","Male",30,"Mos_03",76,5,"No"
"Cust_0353","Male",30,"Mos_01",64,1,"No"
"Cust_0354","Male",30,"Mos_01",54,2,"No"
"Cust_0355","Male",30,"Mos_10",51,1,"No"
"Cust_0356","Male",30,"Mos_02",80,1,"No"
"Cust_0357","Male",30,"Mos_04",60,1,"No"
"Cust_0358","Male",30,"Mos_06",67,1,"No"
"Cust_0359","Male",30,"Mos_02",67,3,"No"
"Cust_0360","Male",30,"Mos_06",56,3,"No"
"Cust_0361","Male",30,"Mos_07",64,2,"No"
"Cust_0362","Male",30,"Mos_11",70,1,"No"
"Cust_0363","Male",30,"Mos_10",69,1,"No"
"Cust_0364","Male",30,"Mos_03",86,1,"No"
"Cust_0365","Male",30,"Mos_03",59,5,"No"
"Cust_0366","Male",30,"Mos_04",0,0,"No"
"Cust_0367","Male",30,"Mos_03",69,2,"No"
"Cust_0368","Male",30,"Mos_04",69,2,"No"
"Cust_0369","Male",30,"Mos_02",57,3,"No"
"Cust_0370","Male",30,"Mos_02",79,1,"No"
"Cust_0371","Male",30,"Mos_10",72,3,"No"
"Cust_0372","Male",30,"Mos_09",86,1,"No"
"Cust_0373","Male",30,"Mos_07",79,2,"No"
"Cust_0374","Male",30,"Mos_02",75,1,"No"
"Cust_0375","Male",30,"Mos_02",51,4,"No"
"Cust_0376","Male",30,"Mos_04",99,4,"No"
"Cust_0377","Male",30,"Mos_09",61,1,"No"
"Cust_0378","Male",30,"Mos_03",65,1,"No"
"Cust_0379","Male",31,"Mos_04",52,3,"No"
"Cust_0380","Male",31,"Mos_05",64,1,"No"
"Cust_0381","Male",31,"Mos_10",80,3,"No"
"Cust_0382","Male",31,"Mos_04",80,9,"No"
"Cust_0383","Male",31,"Mos_10",73,1,"No"
"Cust_0384","Male",31,"Mos_01",74,2,"No"
"Cust_0385","Male",31,"Mos_02",80,2,"No"
"Cust_0386","Male",31,"Mos_10",83,6,"No"
"Cust_0387","Male",31,"Mos_07",54,1,"No"
"Cust_0388","Male",31,"Mos_07",83,3,"No"
"Cust_0389","Male",31,"Mos_04",66,3,"No"
"Cust_0390","Male",31,"Mos_01",86,1,"No"
"Cust_0391","Male",31,"Mos_10",98,4,"No"
"Cust_0392","Male",31,"Mos_07",52,3,"No"
"Cust_0393","Male",31,"Mos_07",62,3,"No"
"Cust_0394","Male",31,"Mos_07",61,2,"No"
"Cust_0395","Male",31,"Mos_02",65,1,"No"
"Cust_0396","Male",31,"Mos_03",75,1,"No"
"Cust_0397","Male",31,"Mos_03",74,3,"No"
"Cust_0398","Male",31,"Mos_01",72,1,"No"
"Cust_0399","Male",31,"Mos_04",83,6,"No"
"Cust_0400","Male",31,"Mos_04",64,9,"No"
"Cust_0401","Male",31,"Mos_01",75,4,"No"
"Cust_0402","Male",31,"Mos_10",63,1,"No"
"Cust_0403","Male",31,"Mos_06",62,1,"No"
"Cust_0404","Male",31,"Mos_03",54,1,"No"
"Cust_0405","Male",31,"Mos_06",57,3,"No"
"Cust_0406","Male",31,"Mos_10",82,1,"No"
"Cust_0407","Male",31,"Mos_10",3,3,"No"
"Cust_0408","Male",31,"Mos_02",81,6,"No"
"Cust_0409","Male",31,"Mos_01",64,1,"No"
"Cust_0410","Male",31,"Mos_07",86,1,"No"
"Cust_0411","Male",31,"Mos_03",56,1,"No"
"Cust_0412","Male",32,"Mos_02",168,4,"No"
"Cust_0413","Male",32,"Mos_07",93,4,"No"
"Cust_0414","Male",32,"Mos_06",83,3,"No"
"Cust_0415","Male",32,"Mos_06",86,5,"No"
"Cust_0416","Male",32,"Mos_04",51,9,"No"
"Cust_0417","Male",32,"Mos_04",94,6,"No"
"Cust_0418","Male",32,"Mos_02",31,5,"No"
"Cust_0419","Male",32,"Mos_07",66,4,"No"
"Cust_0420","Male",32,"Mos_03",91,2,"No"
"Cust_0421","Male",32,"Mos_10",57,1,"No"
"Cust_0422","Male",32,"Mos_03",56,1,"No"
"Cust_0423","Male",32,"Mos_01",89,2,"No"
"Cust_0424","Male",32,"Mos_01",60,1,"No"
"Cust_0425","Male",32,"Mos_10",56,1,"No"
"Cust_0426","Male",32,"Mos_01",81,1,"No"
"Cust_0427","Male",32,"Mos_02",74,1,"No"
"Cust_0428","Male",32,"Mos_10",37,2,"No"
"Cust_0429","Male",32,"Mos_02",55,1,"No"
"Cust_0430","Male",32,"Mos_07",76,3,"No"
"Cust_0431","Male",32,"Mos_03",70,3,"No"
"Cust_0432","Male",32,"Mos_02",61,1,"No"
"Cust_0433","Male",32,"Mos_04",72,1,"No"
"Cust_0434","Male",32,"Mos_06",74,7,"No"
"Cust_0435","Male",32,"Mos_06",89,10,"No"
"Cust_0436","Male",32,"Mos_10",53,3,"No"
"Cust_0437","Male",32,"Mos_06",82,2,"No"
"Cust_0438","Male",32,"Mos_01",70,2,"No"
"Cust_0439","Male",32,"Mos_09",91,1,"No"
"Cust_0440","Male",32,"Mos_06",10,2,"No"
"Cust_0441","Male",32,"Mos_03",72,5,"No"
"Cust_0442","Male",32,"Mos_02",90,4,"No"
"Cust_0443","Male",32,"Mos_07",97,1,"No"
"Cust_0444","Male",33,"Mos_01",91,2,"No"
"Cust_0445","Male",33,"Mos_06",57,1,"No"
"Cust_0446","Male",33,"Mos_06",65,1,"No"
"Cust_0447","Male",33,"Mos_01",113,2,"No"
"Cust_0448","Male",33,"Mos_06",84,1,"No"
"Cust_0449","Male",33,"Mos_02",69,2,"No"
"Cust_0450","Male",33,"Mos_07",51,5,"No"
"Cust_0451","Male",33,"Mos_10",81,1,"No"
"Cust_0452","Male",33,"Mos_02",80,1,"No"
"Cust_0453","Male",33,"Mos_06",54,3,"No"
"Cust_0454","Male",33,"Mos_07",76,6,"No"
"Cust_0455","Male",33,"Mos_05",64,1,"No"
"Cust_0456","Male",33,"Mos_03",67,3,"No"
"Cust_0457","Male",33,"Mos_02",95,2,"No"
"Cust_0458","Male",33,"Mos_02",87,4,"No"
"Cust_0459","Male",33,"Mos_03",36,2,"No"
"Cust_0460","Male",33,"Mos_07",51,1,"No"
"Cust_0461","Male",33,"Mos_02",77,1,"No"
"Cust_0462","Male",33,"Mos_10",59,5,"No"
"Cust_0463","Male",33,"Mos_01",25,3,"No"
"Cust_0464","Male",33,"Mos_04",75,1,"No"
"Cust_0465","Male",33,"Mos_06",166,4,"No"
"Cust_0466","Male",33,"Mos_03",59,3,"No"
"Cust_0467","Male",33,"Mos_03",93,3,"No"
"Cust_0468","Male",33,"Mos_01",76,2,"No"
"Cust_0469","Male",33,"Mos_07",80,3,"No"
"Cust_0470","Male",33,"Mos_06",59,4,"No"
"Cust_0471","Male",33,"Mos_08",50,1,"No"
"Cust_0472","Male",33,"Mos_07",89,1,"No"
"Cust_0473","Male",33,"Mos_08",70,1,"No"
"Cust_0474","Male",33,"Mos_03",55,1,"No"
"Cust_0475","Male",33,"Mos_09",64,2,"No"
"Cust_0476","Male",34,"Mos_01",114,3,"No"
"Cust_0477","Male",34,"Mos_03",143,9,"No"
"Cust_0478","Male",34,"Mos_04",93,2,"No"
"Cust_0479","Male",34,"Mos_03",89,10,"No"
"Cust_0480","Male",34,"Mos_01",64,1,"No"
"Cust_0481","Male",34,"Mos_06",79,3,"No"
"Cust_0482","Male",34,"Mos_09",52,2,"No"
"Cust_0483","Male",34,"Mos_07",51,1,"No"
"Cust_0484","Male",34,"Mos_01",61,9,"No"
