CUSTOMER_ID,AGE,INCOME,PAID_BACK_LOAN
customer_1078,32,62,T
customer_1079,4,88,T
customer_1080,70,100,T
customer_1081,86,71,T
customer_1085,11,6,T
customer_1087,100,66,T
customer_1092,53,98,T
customer_1096,85,74,T
customer_1100,3,73,T
customer_1101,53,97,T
customer_1108,7,64,T
customer_1109,42,32,T
customer_1112,84,99,T
customer_1114,100,3,T
customer_1117,43,54,F
customer_1119,37,8,T
customer_1122,10,5,T
customer_1124,16,4,T
customer_1125,85,97,T
customer_1126,37,49,T
customer_1128,57,50,F
customer_1131,59,94,T
customer_1133,28,68,T
customer_1140,10,53,T
customer_1142,83,6,T
customer_1145,54,82,T
customer_1148,25,48,T
customer_1150,45,5,T
customer_1151,80,8,F
customer_1154,31,100,T
customer_1158,87,54,T
customer_1160,52,51,F
customer_1164,46,75,T
customer_1167,13,95,T
customer_1168,63,21,F
customer_1173,78,53,T
customer_1178,46,61,T
customer_1180,86,92,T
customer_1181,88,40,F
customer_1182,91,87,T
customer_1193,88,77,T
customer_1194,8,78,T
customer_1197,6,73,T
customer_1199,12,11,T
customer_1214,27,73,T
customer_1220,59,5,T
customer_1223,78,3,T
customer_1225,69,4,T
customer_1228,29,74,T
customer_1229,64,43,T
customer_1235,71,21,F
customer_1239,91,47,T
customer_1241,39,94,T
customer_1245,85,57,T
customer_1246,85,47,T
customer_1249,71,56,T
customer_1250,81,22,F
customer_1254,92,85,T
customer_1257,51,29,T
customer_1258,25,90,T
customer_1262,53,98,T
customer_1264,3,92,T
customer_1266,6,86,T
customer_1271,5,57,T
customer_1272,45,88,T
customer_1274,61,84,T
customer_1280,58,77,T
customer_1283,97,13,T
customer_1285,14,90,T
customer_1286,2,13,T
customer_1295,69,95,T
customer_1296,55,87,T
customer_1299,43,71,T
customer_1301,7,79,T
customer_1302,33,5,T
customer_1303,89,40,T
customer_1306,4,43,T
customer_1307,3,8,T
customer_1317,18,4,T
customer_1318,6,9,T
customer_1319,52,87,T
customer_1321,19,52,T
customer_1322,46,80,T
customer_1329,100,77,T
customer_1337,63,99,T
customer_1339,8,8,T
customer_1342,21,57,T
customer_1343,59,12,T
customer_1344,79,50,T
customer_1347,23,93,T
customer_1349,2,28,T
customer_1350,40,56,T
customer_1352,21,70,T
customer_1355,40,73,T
customer_1357,29,56,T
customer_1362,93,82,T
customer_1363,24,51,T
customer_1364,62,79,T
customer_1366,45,4,T
customer_1368,68,81,T
customer_1374,96,49,T
customer_1375,72,55,T
customer_1376,5,29,T
customer_1381,32,63,T
customer_1382,32,3,T
customer_1383,49,20,T
customer_1384,26,78,T
customer_1387,29,12,F
customer_1391,22,93,T
customer_1393,67,82,T
customer_1396,97,8,T
customer_1398,54,99,T
customer_1405,46,93,T
customer_1409,40,100,T
customer_1411,17,44,T
customer_1413,87,52,T
customer_1418,40,57,T
customer_1420,17,88,T
customer_1421,63,77,T
customer_1424,37,2,T
customer_1426,76,2,T
customer_1427,1,86,T
customer_1429,86,55,T
customer_1430,90,61,T
customer_1434,99,36,T
customer_1437,58,7,T
customer_1439,40,56,T
customer_1441,96,50,T
customer_1446,7,68,T
customer_1447,99,39,T
customer_1448,47,12,T
customer_1449,56,86,T
customer_1451,61,80,T
customer_1453,1,42,T
customer_1454,82,67,T
customer_1458,6,75,T
customer_1459,73,54,T
customer_1461,81,50,T
customer_1465,22,61,T
customer_1466,48,1,T
customer_1467,49,71,T
customer_1468,37,43,T
customer_1471,27,53,T
customer_1472,62,83,T
customer_1475,84,92,T
customer_1477,100,11,T
customer_1478,62,34,F
customer_1479,30,74,T
customer_1480,36,45,T
customer_1483,12,29,F
customer_1484,43,98,T
customer_1486,76,46,T
customer_1487,32,76,T
customer_1489,39,38,T
customer_1490,31,92,T
customer_1491,23,80,T
customer_1492,72,61,T
customer_1501,49,10,T
customer_1502,68,94,T
customer_1503,53,11,T
customer_1504,77,56,T
customer_1510,11,8,T
customer_1512,61,76,T
customer_1519,2,99,T
customer_1523,1,93,T
customer_1526,81,74,T
customer_1528,94,99,T
customer_1529,16,63,T
customer_1530,5,91,T
customer_1537,97,31,T
customer_1541,74,57,T
customer_1544,6,52,T
customer_1545,74,13,F
customer_1547,3,89,T
customer_1553,1,1,T
customer_1554,71,61,T
customer_1556,47,14,T
customer_1557,91,97,T
customer_1558,93,83,T
customer_1560,77,68,T
customer_1562,100,83,T
customer_1565,52,67,T
customer_1566,61,6,T
customer_1569,21,63,T
customer_1570,14,100,T
customer_1571,73,92,T
customer_1572,40,77,T
customer_1576,63,66,T
customer_1578,3,82,T
customer_1582,68,56,T
customer_1584,42,13,T
customer_1585,18,87,T
customer_1586,98,37,T
customer_1587,49,78,T
customer_1589,26,3,T
customer_1593,75,14,F
customer_1594,74,63,T
customer_1595,37,92,T
customer_1596,33,14,F
customer_1597,6,30,T
customer_1599,5,13,T
customer_1601,63,98,T
customer_1602,32,1,T
customer_1603,30,6,T
customer_1609,74,72,T
customer_1610,92,4,T
customer_1611,6,71,T
customer_1615,49,90,T
customer_1627,62,97,T
customer_1628,80,73,T
customer_1629,36,39,T
customer_1631,40,62,T
customer_1632,2,54,T
customer_1637,39,41,T
customer_1639,83,60,T
customer_1640,54,15,T
customer_1642,71,5,T
customer_1643,12,75,T
customer_1644,50,22,T
customer_1647,43,90,T
customer_1649,7,42,T
customer_1650,27,88,T
customer_1654,54,72,T
customer_1656,56,17,T
customer_1658,44,29,T
customer_1659,58,88,T
customer_1660,32,98,T
customer_1663,17,95,T
customer_1664,34,72,T
customer_1665,97,83,T
customer_1668,9,71,T
customer_1672,88,58,T
customer_1680,55,83,T
customer_1684,56,84,T
customer_1686,66,99,T
customer_1688,47,33,T
customer_1691,81,99,T
customer_1692,55,40,T
customer_1694,20,22,F
customer_1696,45,27,T
customer_1697,49,18,T
customer_1701,92,33,F
customer_1705,60,39,T
customer_1707,58,69,T
customer_1708,9,2,T
customer_1709,56,80,T
customer_1710,51,83,T
customer_1711,56,62,T
customer_1712,41,95,T
customer_1714,100,17,T
customer_1719,2,50,T
customer_1723,43,94,T
customer_1724,7,12,T
customer_1726,55,30,T
customer_1727,70,51,T
customer_1728,57,88,T
customer_1730,94,36,T
customer_1735,99,89,T
customer_1739,42,63,T
customer_1744,71,53,T
customer_1749,99,72,T
customer_1753,34,55,T
customer_1759,36,66,T
customer_1763,60,53,T
customer_1764,15,68,T
customer_1772,20,53,T
customer_1773,74,55,T
customer_1775,18,92,T
customer_1777,34,71,T
customer_1780,23,77,T
customer_1787,40,71,T
customer_1788,22,60,T
customer_1789,22,25,F
customer_1793,46,85,T
customer_1800,12,94,T
customer_1803,7,88,T
customer_1809,30,74,T
customer_1816,7,48,T
customer_1817,4,3,T
customer_1818,1,98,T
customer_1819,88,81,T
customer_1821,87,46,T
customer_1826,99,99,T
customer_1837,52,53,F
customer_1839,52,21,T
customer_1842,48,2,T
customer_1844,69,59,T
customer_1846,13,63,T
customer_1851,55,87,T
customer_1852,42,95,T
customer_1854,53,62,T
customer_1855,76,3,T
customer_1859,34,90,T
customer_1862,44,95,T
customer_1864,64,98,T
customer_1865,66,57,T
customer_1868,40,8,T
customer_1871,12,86,T
customer_1872,8,91,T
customer_1875,1,89,T
customer_1878,58,64,T
customer_1879,46,39,T
customer_1880,60,78,T
customer_1882,29,44,T
customer_1884,79,51,T
customer_1885,61,72,T
customer_1890,83,84,T
customer_1891,64,85,T
customer_1892,79,79,T
customer_1893,98,3,T
customer_1894,27,92,T
customer_1896,67,88,T
customer_1902,67,80,T
customer_1904,74,65,T
customer_1906,74,67,T
customer_1909,23,47,T
customer_1910,42,33,T
customer_1911,1,30,T
customer_1912,93,73,T
customer_1917,89,53,T
customer_1918,52,5,T
customer_1925,98,19,T
customer_1926,47,61,T
customer_1930,44,31,T
customer_1931,94,87,T
customer_1932,1,91,T
customer_1935,29,42,T
customer_1936,37,76,T
customer_1937,44,16,T
customer_1939,2,92,T
customer_1941,67,50,T
customer_1950,53,83,T
customer_1951,31,58,T
customer_1954,36,47,T
customer_1956,6,89,T
customer_1965,39,61,T
customer_1966,49,26,T
customer_1968,4,13,T
customer_1971,79,82,T
customer_1985,70,47,T
customer_1986,96,48,T
customer_1992,11,85,T
customer_1993,24,53,T
customer_1994,75,74,T
customer_1995,88,44,T
customer_2000,71,76,T
customer_2001,6,64,T
customer_2003,20,65,T
customer_2005,17,56,T
customer_2006,9,53,T
customer_2009,31,75,T
customer_2013,2,68,T
customer_2016,82,99,T
customer_2023,77,65,T
customer_2025,89,66,T
customer_2026,11,58,T
customer_2033,62,99,T
customer_2036,42,36,T
customer_2037,4,43,T
customer_2040,92,5,T
customer_2043,4,12,T
customer_2050,86,89,T
customer_2051,90,44,T
customer_2052,48,21,T
customer_2054,26,4,T
customer_2056,13,72,T
customer_2059,23,92,T
customer_2062,24,68,T
customer_2066,12,58,T
customer_2068,24,64,T
customer_2070,2,15,T
customer_2076,7,81,T
customer_2078,43,12,T
customer_2079,85,87,T
customer_2080,16,67,T
customer_2083,62,59,T
customer_2084,2,11,T
customer_2085,68,44,T
customer_2086,53,86,T
customer_2087,39,1,T
customer_2089,7,7,T
customer_2092,29,65,T
customer_2095,86,32,F
customer_2096,96,49,T
customer_2101,73,68,T
customer_2102,59,58,T
customer_2103,17,10,F
customer_2105,88,85,T
customer_2107,76,70,T
customer_2111,42,89,T
customer_2112,41,39,T
customer_2114,8,9,T
customer_2116,28,71,T
customer_2117,11,83,T
customer_2118,46,9,T
customer_2121,91,55,T
customer_2122,5,34,T
customer_2123,30,2,T
customer_2125,41,11,T
customer_2126,11,58,T
customer_2128,72,94,T
customer_2129,2,13,T
customer_2131,29,88,T
customer_2134,81,68,T
customer_2135,3,49,T
customer_2138,95,77,T
customer_2139,19,66,T
customer_2142,100,15,T
customer_2147,20,38,F
customer_2148,10,16,T
customer_2149,24,25,F
customer_2154,26,89,T
customer_2157,57,93,T
customer_2160,79,61,T
customer_2161,19,6,T
customer_2162,62,86,T
customer_2168,18,36,F
customer_2169,11,47,T
customer_2170,67,86,T
customer_2172,46,100,T
customer_2173,47,83,T
customer_2174,44,70,T
customer_2175,14,46,T
customer_2177,94,56,T
customer_2179,26,55,T
customer_2181,74,58,T
customer_2188,57,100,T
customer_2190,39,44,T
customer_2193,97,69,T
customer_2196,5,29,T
customer_2198,68,91,T
customer_2201,11,58,T
customer_2202,89,95,T
customer_2207,5,34,T
customer_2208,90,10,T
customer_2210,93,58,T
customer_2215,42,61,T
customer_2219,64,90,T
customer_2221,90,75,T
customer_2225,32,99,T
customer_2226,35,79,T
customer_2228,67,84,T
customer_2231,59,91,T
customer_2237,66,7,T
customer_2238,22,82,T
customer_2242,46,96,T
customer_2245,33,83,T
customer_2248,87,88,T
customer_2250,21,69,T
customer_2253,36,45,T
customer_2254,15,8,T
customer_2255,93,73,T
customer_2257,73,76,T
customer_2260,6,37,T
customer_2263,89,77,T
customer_2271,72,80,T
customer_2272,62,89,T
customer_2275,42,8,T
customer_2276,52,22,T
customer_2280,55,2,T
customer_2281,55,65,T
customer_2293,55,3,T
customer_2294,100,65,T
customer_2295,30,3,T
customer_2296,18,81,T
customer_2303,24,73,T
customer_2305,71,46,T
customer_2306,2,31,T
customer_2313,74,5,T
customer_2315,3,48,T
customer_2318,36,54,T
customer_2320,51,75,T
customer_2323,80,2,T
customer_2325,92,42,T
customer_2328,92,13,T
customer_2329,3,52,T
customer_2330,11,74,T
customer_2336,75,3,T
customer_2339,57,14,T
customer_2340,70,70,T
customer_2341,65,100,T
customer_2343,23,91,T
customer_2345,39,20,F
customer_2346,43,37,T
customer_2347,62,81,T
customer_2353,68,69,T
customer_2355,67,48,T
customer_2358,80,61,T
customer_2364,85,65,T
customer_2367,69,51,T
customer_2368,97,80,T
customer_2370,74,73,T
customer_2371,2,31,T
customer_2372,25,67,T
customer_2375,2,11,T
customer_2376,4,73,T
customer_2379,12,96,T
customer_2383,66,6,T
customer_2384,60,41,T
customer_2385,93,88,T
customer_2387,21,95,T
customer_2388,58,62,T
customer_2391,24,62,T
customer_2392,97,82,T
customer_2393,26,63,T
customer_2395,9,94,T
customer_2399,38,70,T
customer_2400,51,95,T
customer_2403,37,100,T
customer_2410,25,49,T
customer_2412,98,75,T
customer_2421,10,45,T
customer_2424,35,79,T
customer_2425,58,100,T
customer_2427,96,59,T
customer_2431,35,66,T
customer_2436,80,65,T
customer_2438,87,56,T
customer_2439,30,53,T
customer_2443,34,26,F
customer_2444,9,66,T
customer_2452,37,62,T
customer_2455,51,93,T
customer_2457,62,56,T
customer_2458,54,26,T
customer_2460,28,48,T
customer_2463,63,87,T
customer_2467,54,91,T
customer_2470,56,34,T
customer_2475,17,83,T
customer_2478,36,62,T
customer_2479,26,8,F
customer_2481,2,21,T
customer_2483,94,38,T
customer_2484,48,34,T
customer_2486,46,83,T
customer_2487,63,51,T
customer_2489,79,91,T
customer_2490,79,96,T
customer_2493,25,95,T
customer_2495,25,48,T
customer_2501,71,72,T
customer_2502,7,24,T
customer_2510,82,45,T
customer_2512,15,58,T
customer_2513,96,47,T
customer_2514,89,90,T
customer_2515,96,27,T
customer_2517,38,35,F
customer_2518,98,5,T
customer_2521,42,80,T
customer_2523,67,83,T
customer_2524,77,43,F
customer_2526,32,55,T
customer_2528,47,79,T
customer_2531,42,97,T
customer_2532,7,95,T
customer_2534,32,49,T
customer_2536,36,43,T
customer_2537,53,19,T
customer_2538,17,42,T
customer_2541,53,94,T
customer_2543,78,4,T
customer_2545,26,75,T
customer_2547,94,57,T
customer_2551,96,50,T
customer_2552,11,52,T
customer_2554,48,93,T
customer_2557,6,99,T
customer_2559,4,65,T
customer_2561,20,97,T
customer_2563,38,5,T
customer_2564,3,41,T
customer_2565,21,74,T
customer_2567,18,97,T
customer_2570,18,41,T
customer_2576,5,20,T
customer_2578,21,63,T
customer_2580,80,77,T
customer_2581,64,7,T
customer_2582,76,99,T
customer_2583,94,42,T
customer_2585,51,34,T
customer_2588,99,21,T
customer_2590,25,99,T
customer_2594,30,71,T
customer_2597,29,8,T
customer_2609,51,3,T
customer_2611,18,30,F
customer_2612,56,80,T
customer_2614,2,83,T
customer_2615,22,59,T
customer_2616,81,96,T
customer_2619,67,52,T
customer_2620,66,86,T
customer_2623,52,40,T
customer_2627,37,79,T
customer_2628,59,67,T
customer_2629,11,18,F
customer_2630,27,100,T
customer_2633,65,3,T
customer_2634,45,8,T
customer_2635,94,41,T
customer_2636,38,70,T
customer_2637,77,32,F
customer_2638,56,60,T
customer_2640,36,88,T
customer_2644,36,60,T
customer_2646,14,4,T
customer_2649,80,55,T
customer_2653,38,51,T
customer_2657,16,97,T
customer_2658,44,86,T
customer_2660,19,95,T
customer_2661,22,78,T
customer_2662,4,88,T
customer_2664,37,82,T
customer_2665,13,88,T
customer_2667,12,49,T
customer_2671,43,63,T
customer_2673,51,62,T
customer_2675,43,34,T
customer_2680,76,47,T
customer_2682,15,47,T
customer_2684,97,54,T
customer_2687,87,2,T
customer_2691,13,87,T
customer_2695,60,42,T
customer_2696,15,73,T
customer_2699,10,74,T
customer_2702,48,93,T
customer_2703,84,45,T
customer_2704,91,43,T
customer_2706,14,84,T
customer_2708,89,42,T
customer_2710,1,15,T
customer_2711,54,37,T
customer_2713,97,98,T
customer_2715,38,63,T
customer_2717,55,26,T
customer_2718,40,46,T
customer_2719,12,4,T
customer_2725,3,6,T
customer_2726,89,42,T
customer_2727,82,29,F
customer_2730,8,67,T
customer_2734,77,81,T
customer_2735,40,7,T
customer_2738,98,22,T
customer_2740,53,8,T
customer_2741,15,60,T
customer_2743,23,92,T
customer_2744,32,20,F
customer_2747,77,91,T
customer_2750,26,90,T
customer_2754,14,40,T
customer_2756,89,58,T
customer_2764,64,3,T
customer_2767,35,94,T
customer_2768,27,85,T
customer_2770,100,64,T
customer_2776,72,91,T
customer_2778,97,62,T
customer_2779,18,95,T
customer_2781,100,47,T
customer_2782,71,82,T
customer_2785,88,65,T
customer_2786,19,83,T
customer_2787,79,95,T
customer_2788,9,88,T
customer_2792,52,16,T
customer_2793,71,70,T
customer_2796,80,67,T
customer_2797,90,57,T
customer_2798,42,61,T
customer_2803,35,96,T
customer_2804,63,83,T
customer_2806,55,27,T
customer_2807,91,76,T
customer_2808,12,83,T
customer_2810,40,72,T
customer_2811,82,12,F
customer_2812,8,96,T
customer_2821,97,81,T
customer_2823,49,2,T
customer_2825,80,76,T
customer_2826,86,90,T
customer_2829,29,75,T
customer_2838,68,69,T
customer_2839,9,37,T
customer_2847,90,57,T
customer_2849,66,65,T
customer_2851,31,1,T
customer_2853,54,73,T
customer_2854,41,52,F
customer_2856,53,76,T
customer_2861,25,3,T
customer_2864,57,75,T
customer_2875,32,43,T
customer_2878,8,31,T
customer_2883,9,87,T
customer_2884,73,51,T
customer_2886,69,53,T
customer_2890,88,75,T
customer_2891,68,63,T
customer_2892,68,65,T
customer_2898,84,64,T
customer_2899,1,88,T
customer_2901,22,14,F
customer_2902,9,96,T
customer_2904,53,31,T
customer_2912,88,78,T
customer_2913,7,27,T
customer_2916,10,16,T
customer_2918,3,46,T
customer_2919,60,40,T
customer_2921,59,95,T
customer_2926,40,43,T
customer_2930,20,44,T
customer_2932,15,98,T
customer_2934,4,12,T
customer_2935,95,52,T
customer_2943,56,10,T
customer_2944,97,64,T
customer_2949,49,24,T
customer_2956,73,96,T
customer_2957,87,44,T
customer_2964,29,55,T
customer_2966,22,93,T
customer_2970,40,78,T
customer_2971,99,25,T
customer_2973,57,89,T
customer_2974,29,96,T
customer_2976,98,4,T
customer_2982,50,11,T
customer_2987,79,72,T
customer_2990,94,77,T
customer_2992,100,25,T
customer_2993,63,45,T
customer_2996,26,89,T
customer_2998,69,65,T
customer_3000,51,77,T
customer_3001,28,33,F
customer_3005,64,67,T
customer_3007,54,40,T
customer_3008,47,14,T
customer_3012,70,2,T
customer_3016,2,40,T
customer_3019,96,87,T
customer_3022,19,2,T
customer_3025,38,97,T
customer_3026,26,86,T
customer_3030,47,69,T
customer_3036,2,23,T
customer_3044,12,69,T
customer_3045,79,94,T
customer_3046,50,82,T
customer_3048,69,76,T
customer_3050,64,71,T
customer_3051,52,10,T
customer_3056,46,20,T
customer_3057,10,79,T
