PROPERTY_ID,TOWNSHIP,COUNTY,VALUE_AT_LAST_APPRAISAL
93,1,Eastern,201.600000
94,1,Eastern,226.900000
95,1,Eastern,190.600000
96,1,Eastern,178.900000
97,1,Eastern,219.800000
98,1,Eastern,190.700000
99,1,Eastern,198.000000
100,1,Eastern,193.700000
101,1,Eastern,213.100000
102,1,Eastern,172.200000
103,1,Eastern,196.000000
104,1,Eastern,207.800000
105,1,Eastern,188.600000
106,1,Eastern,216.900000
107,1,Eastern,215.300000
108,1,Eastern,175.100000
109,1,Eastern,197.400000
110,1,Eastern,207.700000
111,1,Eastern,238.500000
112,1,Eastern,171.600000
113,1,Eastern,195.500000
114,1,Eastern,186.300000
115,1,Eastern,226.100000
116,1,Eastern,169.800000
117,1,Eastern,211.400000
118,1,Eastern,190.900000
119,1,Eastern,213.200000
120,1,Eastern,190.800000
121,1,Eastern,184.200000
122,1,Eastern,192.800000
123,1,Eastern,238.800000
124,1,Eastern,205.200000
161,1,Eastern,225.300000
162,1,Eastern,240.800000
163,1,Eastern,211.300000
164,1,Eastern,195.100000
165,1,Eastern,214.800000
166,1,Eastern,194.400000
167,1,Eastern,199.100000
168,1,Eastern,193.000000
169,1,Eastern,193.600000
170,1,Eastern,208.100000
171,1,Eastern,190.300000
172,1,Eastern,185.800000
173,1,Eastern,202.600000
174,1,Eastern,219.700000
175,1,Eastern,178.300000
176,1,Eastern,208.000000
177,1,Eastern,194.200000
178,1,Eastern,239.800000
179,1,Eastern,217.400000
180,1,Eastern,188.400000
181,1,Eastern,222.500000
182,1,Eastern,239.900000
183,1,Eastern,194.700000
184,1,Eastern,197.800000
185,1,Eastern,176.500000
186,1,Eastern,172.700000
187,1,Eastern,193.800000
188,1,Eastern,195.400000
241,1,Eastern,157.700000
242,1,Eastern,190.300000
243,1,Eastern,195.900000
244,1,Eastern,187.400000
245,1,Eastern,195.200000
246,1,Eastern,223.000000
247,1,Eastern,215.100000
248,1,Eastern,185.200000
249,1,Eastern,204.200000
250,1,Eastern,194.400000
251,1,Eastern,217.000000
252,1,Eastern,156.100000
253,1,Eastern,179.500000
254,1,Eastern,217.900000
255,1,Eastern,205.600000
256,1,Eastern,185.600000
257,1,Eastern,173.400000
258,1,Eastern,178.000000
259,1,Eastern,188.000000
260,1,Eastern,199.400000
261,1,Eastern,178.000000
262,1,Eastern,182.500000
263,1,Eastern,177.700000
264,1,Eastern,211.700000
265,1,Eastern,185.100000
266,1,Eastern,204.000000
267,1,Eastern,197.600000
268,1,Eastern,180.000000
269,1,Eastern,192.800000
270,1,Eastern,236.400000
271,1,Eastern,185.200000
272,1,Eastern,223.900000
273,1,Eastern,166.600000
274,1,Eastern,178.100000
275,1,Eastern,219.100000
276,1,Eastern,167.600000
277,1,Eastern,187.500000
278,1,Eastern,227.800000
279,1,Eastern,173.500000
280,1,Eastern,202.800000
281,1,Eastern,192.400000
282,1,Eastern,199.900000
283,1,Eastern,212.400000
284,1,Eastern,210.700000
285,1,Eastern,243.700000
286,1,Eastern,221.700000
287,1,Eastern,170.900000
288,1,Eastern,216.400000
289,1,Eastern,190.800000
290,1,Eastern,148.300000
291,1,Eastern,204.500000
292,1,Eastern,207.700000
293,1,Eastern,181.200000
294,1,Eastern,226.300000
295,1,Eastern,198.400000
296,1,Eastern,236.900000
297,1,Eastern,189.500000
298,1,Eastern,204.100000
299,1,Eastern,205.400000
300,1,Eastern,221.200000
301,1,Eastern,156.800000
302,1,Eastern,202.400000
321,1,Eastern,173.000000
322,1,Eastern,152.600000
323,1,Eastern,201.800000
324,1,Eastern,178.200000
325,1,Eastern,201.000000
326,1,Eastern,162.800000
327,1,Eastern,216.200000
328,1,Eastern,211.300000
329,1,Eastern,198.300000
330,1,Eastern,181.500000
331,1,Eastern,196.500000
332,1,Eastern,209.100000
333,1,Eastern,199.600000
334,1,Eastern,209.600000
335,1,Eastern,193.500000
336,1,Eastern,177.900000
337,1,Eastern,209.300000
338,1,Eastern,175.200000
339,1,Eastern,206.700000
340,1,Eastern,194.000000
341,1,Eastern,194.900000
342,1,Eastern,176.100000
343,1,Eastern,203.600000
344,1,Eastern,170.600000
345,1,Eastern,224.000000
346,1,Eastern,198.100000
347,1,Eastern,174.900000
348,1,Eastern,198.300000
349,1,Eastern,194.500000
350,1,Eastern,182.700000
351,1,Eastern,186.400000
352,1,Eastern,183.200000
353,1,Eastern,219.300000
354,1,Eastern,180.300000
355,1,Eastern,198.600000
356,1,Eastern,216.100000
357,1,Eastern,181.400000
358,1,Eastern,225.600000
359,1,Eastern,212.300000
360,1,Eastern,189.200000
361,1,Eastern,180.500000
362,1,Eastern,187.800000
401,1,Eastern,210.200000
402,1,Eastern,163.200000
403,1,Eastern,207.600000
404,1,Eastern,234.400000
405,1,Eastern,197.500000
406,1,Eastern,171.700000
407,1,Eastern,176.500000
408,1,Eastern,221.200000
409,1,Eastern,222.000000
410,1,Eastern,212.200000
411,1,Eastern,201.600000
412,1,Eastern,214.900000
413,1,Eastern,208.200000
414,1,Eastern,207.200000
415,1,Eastern,198.400000
416,1,Eastern,192.000000
417,1,Eastern,185.500000
418,1,Eastern,225.600000
419,1,Eastern,259.800000
420,1,Eastern,203.000000
561,2,Eastern,177.300000
562,2,Eastern,175.100000
563,2,Eastern,191.700000
564,2,Eastern,209.900000
565,2,Eastern,187.600000
566,2,Eastern,194.100000
567,2,Eastern,220.000000
568,2,Eastern,203.500000
569,2,Eastern,201.300000
570,2,Eastern,220.100000
571,2,Eastern,184.100000
572,2,Eastern,208.000000
573,2,Eastern,188.800000
574,2,Eastern,175.900000
575,2,Eastern,194.100000
576,2,Eastern,184.700000
577,2,Eastern,181.700000
578,2,Eastern,189.600000
579,2,Eastern,200.100000
580,2,Eastern,211.500000
581,2,Eastern,181.500000
641,2,Eastern,192.400000
642,2,Eastern,236.700000
643,2,Eastern,150.400000
644,2,Eastern,204.800000
645,2,Eastern,225.400000
646,2,Eastern,180.800000
647,2,Eastern,176.900000
648,2,Eastern,216.200000
649,2,Eastern,203.500000
650,2,Eastern,223.300000
651,2,Eastern,215.900000
652,2,Eastern,207.600000
653,2,Eastern,208.100000
654,2,Eastern,211.100000
655,2,Eastern,181.800000
656,2,Eastern,217.200000
657,2,Eastern,183.000000
658,2,Eastern,189.000000
659,2,Eastern,186.300000
660,2,Eastern,196.300000
661,2,Eastern,203.900000
662,2,Eastern,195.700000
663,2,Eastern,202.900000
664,2,Eastern,189.400000
665,2,Eastern,198.700000
666,2,Eastern,182.000000
667,2,Eastern,207.000000
668,2,Eastern,190.000000
669,2,Eastern,238.200000
670,2,Eastern,245.000000
671,2,Eastern,195.400000
672,2,Eastern,214.700000
673,2,Eastern,216.600000
674,2,Eastern,192.700000
675,2,Eastern,202.300000
676,2,Eastern,220.100000
677,2,Eastern,201.500000
678,2,Eastern,213.500000
679,2,Eastern,189.000000
680,2,Eastern,203.200000
681,2,Eastern,225.000000
682,2,Eastern,231.200000
683,2,Eastern,181.400000
684,2,Eastern,198.000000
685,2,Eastern,138.700000
686,2,Eastern,178.400000
687,2,Eastern,180.900000
688,2,Eastern,175.100000
689,2,Eastern,230.300000
690,2,Eastern,198.600000
691,2,Eastern,246.400000
692,2,Eastern,182.100000
693,2,Eastern,219.300000
694,2,Eastern,198.800000
695,2,Eastern,213.800000
696,2,Eastern,187.800000
697,2,Eastern,137.300000
698,2,Eastern,158.600000
699,2,Eastern,199.200000
700,2,Eastern,192.400000
701,2,Eastern,184.200000
702,2,Eastern,185.900000
703,2,Eastern,185.800000
704,2,Eastern,193.500000
705,2,Eastern,186.900000
706,2,Eastern,174.800000
707,2,Eastern,195.700000
708,2,Eastern,175.400000
721,2,Eastern,191.000000
722,2,Eastern,182.700000
723,2,Eastern,172.800000
724,2,Eastern,214.500000
725,2,Eastern,224.400000
726,2,Eastern,214.000000
727,2,Eastern,214.200000
728,2,Eastern,227.600000
729,2,Eastern,181.000000
730,2,Eastern,224.300000
731,2,Eastern,173.200000
732,2,Eastern,199.000000
733,2,Eastern,187.700000
734,2,Eastern,225.800000
735,2,Eastern,165.900000
736,2,Eastern,187.900000
737,2,Eastern,195.200000
738,2,Eastern,207.200000
739,2,Eastern,178.600000
740,2,Eastern,214.300000
741,2,Eastern,220.300000
742,2,Eastern,176.100000
743,2,Eastern,179.500000
744,2,Eastern,182.700000
745,2,Eastern,187.200000
746,2,Eastern,189.900000
747,2,Eastern,168.300000
748,2,Eastern,195.900000
749,2,Eastern,193.200000
750,2,Eastern,191.900000
751,2,Eastern,218.300000
752,2,Eastern,202.900000
753,2,Eastern,185.100000
754,2,Eastern,194.200000
755,2,Eastern,197.300000
756,2,Eastern,189.600000
757,2,Eastern,208.900000
801,2,Eastern,207.000000
802,2,Eastern,196.000000
803,2,Eastern,149.500000
804,2,Eastern,176.600000
805,2,Eastern,201.300000
806,2,Eastern,193.500000
807,2,Eastern,207.600000
808,2,Eastern,192.400000
809,2,Eastern,173.100000
810,2,Eastern,190.200000
811,2,Eastern,201.700000
812,2,Eastern,189.700000
813,2,Eastern,175.800000
814,2,Eastern,174.800000
815,2,Eastern,199.700000
816,2,Eastern,155.700000
817,2,Eastern,184.700000
818,2,Eastern,197.200000
819,2,Eastern,153.800000
820,2,Eastern,201.600000
821,2,Eastern,195.900000
822,2,Eastern,206.000000
823,2,Eastern,213.000000
824,2,Eastern,174.900000
825,2,Eastern,191.400000
826,2,Eastern,192.800000
827,2,Eastern,202.400000
828,2,Eastern,176.300000
829,2,Eastern,182.200000
830,2,Eastern,152.700000
831,2,Eastern,178.700000
832,2,Eastern,153.400000
833,2,Eastern,167.100000
834,2,Eastern,210.600000
835,2,Eastern,168.700000
836,2,Eastern,174.400000
837,2,Eastern,210.100000
838,2,Eastern,227.800000
839,2,Eastern,201.300000
840,2,Eastern,198.300000
841,2,Eastern,176.900000
842,2,Eastern,177.400000
843,2,Eastern,200.500000
844,2,Eastern,203.600000
845,2,Eastern,154.000000
846,2,Eastern,154.400000
847,2,Eastern,161.900000
848,2,Eastern,199.300000
849,2,Eastern,174.200000
850,2,Eastern,176.900000
851,2,Eastern,239.400000
852,2,Eastern,163.100000
853,2,Eastern,201.100000
854,2,Eastern,195.100000
855,2,Eastern,162.400000
856,2,Eastern,204.700000
857,2,Eastern,204.700000
858,2,Eastern,202.400000
859,2,Eastern,150.500000
860,2,Eastern,188.800000
861,2,Eastern,197.400000
862,2,Eastern,207.200000
863,2,Eastern,206.000000
864,2,Eastern,168.800000
865,2,Eastern,198.900000
866,2,Eastern,207.600000
867,2,Eastern,195.600000
868,2,Eastern,187.900000
869,2,Eastern,194.800000
870,2,Eastern,175.800000
1121,3,Eastern,225.400000
1122,3,Eastern,256.300000
1123,3,Eastern,234.400000
1124,3,Eastern,166.400000
1125,3,Eastern,218.400000
1126,3,Eastern,214.100000
1127,3,Eastern,204.000000
1128,3,Eastern,243.000000
1129,3,Eastern,215.200000
1130,3,Eastern,179.400000
1131,3,Eastern,223.000000
1132,3,Eastern,183.600000
1133,3,Eastern,227.800000
1134,3,Eastern,233.700000
1135,3,Eastern,198.500000
1136,3,Eastern,217.200000
1137,3,Eastern,227.100000
1138,3,Eastern,235.800000
1139,3,Eastern,256.200000
1140,3,Eastern,196.400000
1141,3,Eastern,184.300000
1142,3,Eastern,187.400000
1143,3,Eastern,229.300000
1144,3,Eastern,185.000000
1145,3,Eastern,234.600000
1146,3,Eastern,213.100000
1147,3,Eastern,247.700000
1148,3,Eastern,202.100000
1149,3,Eastern,218.300000
1150,3,Eastern,213.200000
1151,3,Eastern,250.900000
1152,3,Eastern,251.100000
1153,3,Eastern,203.000000
1154,3,Eastern,207.500000
1155,3,Eastern,241.800000
1156,3,Eastern,215.000000
1157,3,Eastern,200.500000
1158,3,Eastern,216.200000
1159,3,Eastern,201.900000
1160,3,Eastern,200.400000
1161,3,Eastern,215.500000
1162,3,Eastern,192.200000
1163,3,Eastern,187.400000
1164,3,Eastern,208.900000
1165,3,Eastern,261.900000
1166,3,Eastern,236.300000
1167,3,Eastern,190.600000
1168,3,Eastern,209.300000
1169,3,Eastern,231.500000
1170,3,Eastern,204.800000
1171,3,Eastern,241.600000
1172,3,Eastern,218.700000
1173,3,Eastern,195.700000
1174,3,Eastern,260.800000
1175,3,Eastern,218.300000
1201,3,Eastern,204.000000
1202,3,Eastern,193.000000
1203,3,Eastern,176.900000
1204,3,Eastern,187.800000
1205,3,Eastern,203.100000
1206,3,Eastern,222.500000
1207,3,Eastern,231.400000
1208,3,Eastern,171.100000
1209,3,Eastern,199.400000
1210,3,Eastern,225.900000
1211,3,Eastern,243.700000
1212,3,Eastern,207.600000
1213,3,Eastern,212.300000
1214,3,Eastern,204.700000
1215,3,Eastern,223.400000
1216,3,Eastern,226.200000
1217,3,Eastern,231.800000
1218,3,Eastern,206.700000
1219,3,Eastern,223.500000
1220,3,Eastern,211.000000
1221,3,Eastern,201.100000
1222,3,Eastern,205.400000
1223,3,Eastern,217.300000
1224,3,Eastern,148.200000
1225,3,Eastern,185.500000
1226,3,Eastern,199.300000
1227,3,Eastern,197.600000
1228,3,Eastern,201.300000
1229,3,Eastern,222.500000
1230,3,Eastern,236.700000
1231,3,Eastern,223.300000
1232,3,Eastern,222.000000
1233,3,Eastern,215.500000
1234,3,Eastern,194.100000
1235,3,Eastern,259.400000
1236,3,Eastern,180.200000
1237,3,Eastern,179.100000
1238,3,Eastern,215.400000
1239,3,Eastern,237.000000
1240,3,Eastern,182.900000
1241,3,Eastern,205.900000
1242,3,Eastern,232.400000
1243,3,Eastern,224.300000
1244,3,Eastern,223.800000
1245,3,Eastern,201.000000
1246,3,Eastern,186.500000
1247,3,Eastern,202.600000
1248,3,Eastern,163.800000
1249,3,Eastern,235.000000
1250,3,Eastern,186.000000
1251,3,Eastern,225.500000
1252,3,Eastern,218.200000
1253,3,Eastern,183.300000
1254,3,Eastern,237.100000
1255,3,Eastern,205.300000
1256,3,Eastern,212.500000
1257,3,Eastern,230.400000
1258,3,Eastern,208.400000
1259,3,Eastern,211.300000
1260,3,Eastern,224.500000
1261,3,Eastern,205.200000
1262,3,Eastern,149.700000
1263,3,Eastern,200.000000
1281,3,Eastern,209.500000
1282,3,Eastern,230.700000
1283,3,Eastern,238.700000
1284,3,Eastern,242.400000
1285,3,Eastern,243.700000
1286,3,Eastern,193.300000
1287,3,Eastern,185.200000
1288,3,Eastern,232.400000
1289,3,Eastern,230.200000
1290,3,Eastern,259.900000
1291,3,Eastern,214.300000
1292,3,Eastern,189.400000
1293,3,Eastern,179.800000
1294,3,Eastern,231.700000
1295,3,Eastern,212.700000
1296,3,Eastern,198.100000
1297,3,Eastern,215.900000
1298,3,Eastern,213.000000
1299,3,Eastern,217.600000
1300,3,Eastern,206.500000
1301,3,Eastern,215.300000
1302,3,Eastern,201.700000
1303,3,Eastern,205.600000
1304,3,Eastern,215.200000
1305,3,Eastern,193.100000
1306,3,Eastern,233.200000
1307,3,Eastern,219.000000
1308,3,Eastern,231.300000
1309,3,Eastern,210.600000
1310,3,Eastern,211.900000
1311,3,Eastern,199.100000
1312,3,Eastern,183.800000
1313,3,Eastern,234.500000
1314,3,Eastern,225.700000
1315,3,Eastern,203.500000
1316,3,Eastern,188.100000
1317,3,Eastern,220.300000
1318,3,Eastern,219.700000
1319,3,Eastern,219.000000
1320,3,Eastern,199.900000
1321,3,Eastern,245.500000
1322,3,Eastern,172.600000
1323,3,Eastern,198.800000
1324,3,Eastern,227.600000
1325,3,Eastern,231.500000
1326,3,Eastern,237.700000
1327,3,Eastern,160.400000
1328,3,Eastern,177.700000
1329,3,Eastern,208.300000
1330,3,Eastern,196.800000
1331,3,Eastern,204.000000
1332,3,Eastern,191.700000
1361,3,Eastern,232.900000
1362,3,Eastern,193.600000
1363,3,Eastern,229.800000
1364,3,Eastern,193.600000
1365,3,Eastern,214.500000
1366,3,Eastern,217.900000
1367,3,Eastern,260.500000
1368,3,Eastern,190.400000
1369,3,Eastern,188.400000
1370,3,Eastern,220.300000
1371,3,Eastern,187.700000
1372,3,Eastern,207.900000
1373,3,Eastern,182.700000
1374,3,Eastern,226.800000
1375,3,Eastern,235.300000
1376,3,Eastern,220.200000
1377,3,Eastern,213.300000
1378,3,Eastern,164.200000
1379,3,Eastern,206.300000
1380,3,Eastern,187.800000
1381,3,Eastern,207.700000
1382,3,Eastern,164.400000
1383,3,Eastern,214.600000
1384,3,Eastern,211.200000
1385,3,Eastern,198.700000
1386,3,Eastern,224.700000
1387,3,Eastern,193.500000
1388,3,Eastern,199.500000
1389,3,Eastern,230.500000
1390,3,Eastern,204.000000
1391,3,Eastern,212.300000
1392,3,Eastern,234.100000
1393,3,Eastern,230.100000
1394,3,Eastern,206.400000
1395,3,Eastern,205.000000
1396,3,Eastern,183.300000
1397,3,Eastern,200.100000
1398,3,Eastern,192.600000
1399,3,Eastern,206.000000
1400,3,Eastern,187.600000
1401,3,Eastern,216.300000
1402,3,Eastern,241.700000
1403,3,Eastern,227.200000
1404,3,Eastern,213.700000
1405,3,Eastern,202.600000
1681,4,Eastern,247.500000
1682,4,Eastern,226.100000
1683,4,Eastern,198.900000
1684,4,Eastern,204.700000
1685,4,Eastern,173.300000
1686,4,Eastern,211.300000
1687,4,Eastern,211.500000
1688,4,Eastern,172.100000
1689,4,Eastern,196.000000
1690,4,Eastern,177.500000
1691,4,Eastern,194.500000
1692,4,Eastern,170.000000
1693,4,Eastern,203.400000
1694,4,Eastern,163.600000
1695,4,Eastern,164.000000
1696,4,Eastern,182.800000
1697,4,Eastern,196.600000
1698,4,Eastern,173.200000
1699,4,Eastern,192.000000
1700,4,Eastern,210.300000
1701,4,Eastern,166.500000
1702,4,Eastern,176.400000
1703,4,Eastern,202.600000
1704,4,Eastern,195.100000
1705,4,Eastern,210.800000
1706,4,Eastern,192.800000
1707,4,Eastern,175.200000
1708,4,Eastern,226.200000
1709,4,Eastern,188.700000
1710,4,Eastern,235.900000
1711,4,Eastern,197.400000
1712,4,Eastern,210.900000
1713,4,Eastern,216.000000
1714,4,Eastern,201.100000
1715,4,Eastern,166.300000
1716,4,Eastern,192.200000
1717,4,Eastern,173.900000
1718,4,Eastern,214.800000
1719,4,Eastern,209.100000
1720,4,Eastern,224.000000
1721,4,Eastern,201.200000
1722,4,Eastern,191.800000
1723,4,Eastern,192.300000
1724,4,Eastern,223.400000
1725,4,Eastern,177.100000
1726,4,Eastern,202.900000
1727,4,Eastern,202.400000
1728,4,Eastern,214.800000
1729,4,Eastern,214.600000
1730,4,Eastern,180.600000
1731,4,Eastern,204.600000
1732,4,Eastern,199.300000
1733,4,Eastern,219.300000
1734,4,Eastern,221.900000
1735,4,Eastern,188.800000
1736,4,Eastern,166.900000
1737,4,Eastern,184.900000
1738,4,Eastern,181.000000
1739,4,Eastern,214.200000
1740,4,Eastern,218.300000
1741,4,Eastern,180.800000
1742,4,Eastern,206.100000
1743,4,Eastern,176.000000
1761,4,Eastern,238.400000
1762,4,Eastern,243.200000
1763,4,Eastern,174.900000
1764,4,Eastern,203.500000
1765,4,Eastern,194.200000
1766,4,Eastern,190.500000
1767,4,Eastern,206.500000
1768,4,Eastern,199.200000
1769,4,Eastern,242.400000
1770,4,Eastern,205.100000
1771,4,Eastern,192.800000
1772,4,Eastern,212.500000
1773,4,Eastern,197.300000
1774,4,Eastern,189.000000
1775,4,Eastern,216.200000
1776,4,Eastern,187.600000
1777,4,Eastern,192.600000
1778,4,Eastern,188.200000
1779,4,Eastern,185.700000
1780,4,Eastern,189.100000
1781,4,Eastern,190.600000
1782,4,Eastern,214.700000
1783,4,Eastern,212.100000
1784,4,Eastern,203.800000
1785,4,Eastern,196.400000
1786,4,Eastern,213.000000
1787,4,Eastern,226.800000
1788,4,Eastern,209.600000
1789,4,Eastern,192.800000
1790,4,Eastern,217.400000
1791,4,Eastern,234.100000
1792,4,Eastern,213.700000
1793,4,Eastern,244.000000
1794,4,Eastern,178.200000
1795,4,Eastern,219.500000
1796,4,Eastern,192.300000
1797,4,Eastern,191.100000
1798,4,Eastern,215.100000
1799,4,Eastern,188.800000
1841,4,Eastern,186.200000
1842,4,Eastern,223.700000
1843,4,Eastern,142.800000
1844,4,Eastern,179.700000
1845,4,Eastern,195.800000
1846,4,Eastern,209.800000
1847,4,Eastern,235.500000
1848,4,Eastern,192.100000
1849,4,Eastern,167.800000
1850,4,Eastern,170.400000
1851,4,Eastern,172.600000
1852,4,Eastern,214.200000
1853,4,Eastern,223.900000
1854,4,Eastern,182.800000
1855,4,Eastern,212.700000
1856,4,Eastern,198.600000
1857,4,Eastern,212.000000
1858,4,Eastern,210.800000
1859,4,Eastern,195.400000
1860,4,Eastern,215.700000
1861,4,Eastern,203.100000
1862,4,Eastern,198.500000
1863,4,Eastern,196.000000
1864,4,Eastern,161.200000
1865,4,Eastern,238.700000
1866,4,Eastern,190.800000
1867,4,Eastern,181.400000
1868,4,Eastern,183.900000
1869,4,Eastern,230.900000
1870,4,Eastern,182.200000
1871,4,Eastern,202.100000
1872,4,Eastern,200.000000
1873,4,Eastern,195.900000
1874,4,Eastern,215.500000
1875,4,Eastern,168.800000
1876,4,Eastern,207.400000
1877,4,Eastern,200.900000
1921,4,Eastern,231.200000
1922,4,Eastern,209.000000
1923,4,Eastern,203.500000
1924,4,Eastern,205.600000
1925,4,Eastern,220.200000
1926,4,Eastern,201.600000
1927,4,Eastern,215.100000
1928,4,Eastern,204.600000
1929,4,Eastern,220.000000
1930,4,Eastern,213.800000
1931,4,Eastern,203.900000
1932,4,Eastern,209.700000
1933,4,Eastern,177.200000
1934,4,Eastern,191.200000
1935,4,Eastern,211.700000
1936,4,Eastern,203.800000
1937,4,Eastern,219.900000
1938,4,Eastern,221.900000
1939,4,Eastern,195.400000
1940,4,Eastern,184.800000
1941,4,Eastern,206.900000
1942,4,Eastern,204.100000
1943,4,Eastern,200.800000
1944,4,Eastern,201.700000
1945,4,Eastern,178.400000
1946,4,Eastern,161.900000
1947,4,Eastern,225.700000
1948,4,Eastern,201.100000
1949,4,Eastern,186.400000
1950,4,Eastern,218.600000
1951,4,Eastern,187.200000
1952,4,Eastern,191.000000
1953,4,Eastern,189.200000
1954,4,Eastern,185.500000
1955,4,Eastern,217.000000
1956,4,Eastern,221.100000
1957,4,Eastern,207.000000
1958,4,Eastern,223.000000
1959,4,Eastern,210.500000
1960,4,Eastern,216.600000
1961,4,Eastern,196.100000
1962,4,Eastern,183.600000
1963,4,Eastern,183.000000
1964,4,Eastern,223.700000
1965,4,Eastern,181.600000
1966,4,Eastern,204.700000
1967,4,Eastern,229.400000
1968,4,Eastern,199.100000
1969,4,Eastern,213.900000
1970,4,Eastern,204.300000
1971,4,Eastern,183.100000
1972,4,Eastern,201.600000
1973,4,Eastern,205.000000
1974,4,Eastern,210.700000
1975,4,Eastern,170.100000
1976,4,Eastern,182.800000
1977,4,Eastern,198.500000
1978,4,Eastern,192.900000
1979,4,Eastern,239.600000
1980,4,Eastern,202.100000
1981,4,Eastern,211.000000
1982,4,Eastern,217.000000
1983,4,Eastern,190.600000
1984,4,Eastern,202.400000
1985,4,Eastern,161.600000
1986,4,Eastern,200.800000
1987,4,Eastern,204.800000
1988,4,Eastern,214.600000
1989,4,Eastern,180.700000
1990,4,Eastern,222.300000
1991,4,Eastern,237.200000
1992,4,Eastern,201.600000
1993,4,Eastern,209.500000
1994,4,Eastern,173.900000
1995,4,Eastern,227.000000
1996,4,Eastern,209.900000
2001,4,Eastern,217.400000
2002,4,Eastern,199.800000
2003,4,Eastern,173.000000
2004,4,Eastern,195.800000
2005,4,Eastern,176.000000
2006,4,Eastern,191.400000
2007,4,Eastern,213.200000
2008,4,Eastern,209.900000
2009,4,Eastern,205.000000
2010,4,Eastern,232.300000
2011,4,Eastern,207.400000
2012,4,Eastern,193.900000
2013,4,Eastern,209.300000
2014,4,Eastern,205.200000
2015,4,Eastern,189.000000
2016,4,Eastern,223.500000
2017,4,Eastern,226.900000
2018,4,Eastern,220.600000
2019,4,Eastern,216.400000
2020,4,Eastern,233.700000
2021,4,Eastern,194.900000
2241,5,Eastern,225.900000
2242,5,Eastern,169.800000
2243,5,Eastern,192.900000
2244,5,Eastern,167.200000
2245,5,Eastern,194.600000
2246,5,Eastern,197.700000
2247,5,Eastern,214.800000
2248,5,Eastern,210.500000
2249,5,Eastern,154.800000
2250,5,Eastern,167.500000
2251,5,Eastern,197.600000
2252,5,Eastern,161.400000
2253,5,Eastern,163.700000
2254,5,Eastern,207.100000
2255,5,Eastern,198.700000
2256,5,Eastern,183.500000
2257,5,Eastern,176.900000
2258,5,Eastern,207.200000
2259,5,Eastern,204.500000
2260,5,Eastern,159.400000
2261,5,Eastern,178.900000
2262,5,Eastern,184.700000
2263,5,Eastern,193.800000
2264,5,Eastern,221.600000
2265,5,Eastern,217.800000
2266,5,Eastern,224.200000
2267,5,Eastern,189.200000
2268,5,Eastern,211.000000
2269,5,Eastern,220.500000
2270,5,Eastern,196.900000
2271,5,Eastern,196.400000
2272,5,Eastern,195.700000
2273,5,Eastern,194.700000
2274,5,Eastern,177.200000
2275,5,Eastern,204.000000
2276,5,Eastern,184.100000
2277,5,Eastern,202.200000
2278,5,Eastern,213.000000
2279,5,Eastern,230.700000
2280,5,Eastern,194.400000
2281,5,Eastern,171.800000
2282,5,Eastern,160.500000
2283,5,Eastern,204.000000
2284,5,Eastern,166.800000
2285,5,Eastern,181.500000
2286,5,Eastern,205.700000
2287,5,Eastern,211.400000
2288,5,Eastern,181.100000
2289,5,Eastern,202.800000
2290,5,Eastern,171.300000
2291,5,Eastern,185.400000
2292,5,Eastern,223.100000
2293,5,Eastern,215.000000
2294,5,Eastern,211.100000
